Project_ID,Project_Type,Location_Zone,Land_Type,Land_Area_Acres,Number_of_Owners,Number_of_Parcels,Legal_Cases,Ownership_Disputes,Documents_Missing,Objections_Received,Affected_Families,Rehabilitation_Required,Government_Clearances,Compensation_Dispute,Previous_Acquisition_Delay,Planned_Duration_Days,Approval_Days,Actual_Duration_Days,Delayed
LA04252,Road,Urban,Residential,21.68,7.0,17,1.0,0,3.0,6,14,No,3,No,No,374,49.0,469,1
LA04253,Road,Rural,Commercial,79.28,13.0,16,1.0,1,2.0,1,18,Yes,4,No,No,413,80.0,536,1
LA04254,Railway,Rural,Residential,4.94,10.0,14,1.0,3,2.0,1,16,Yes,3,No,Yes,383,87.0,482,1
LA04255,Housing,Rural,Mixed,40.76,11.0,16,3.0,0,1.0,2,16,No,4,No,No,237,74.0,267,0
LA04256,Road,Urban,Mixed,21.03,8.0,11,1.0,1,1.0,1,12,No,4,Yes,Yes,309,72.0,299,0
LA04257,Road,Semi-Urban,Residential,44.74,7.0,13,0.0,0,1.0,3,10,Yes,6,No,No,463,72.0,458,0
LA04258,Railway,Rural,Agricultural,18.53,11.0,17,3.0,3,1.0,5,12,No,2,No,No,422,103.0,418,0
LA04259,Housing,Semi-Urban,Agricultural,45.47,6.0,7,0.0,2,4.0,1,8,No,2,No,Yes,352,58.0,462,1
LA04260,Road,Semi-Urban,Mixed,66.78,12.0,16,1.0,3,1.0,2,15,Yes,1,No,No,384,,374,0
LA04261,Housing,Rural,Agricultural,23.34,14.0,14,3.0,0,1.0,3,20,No,3,No,No,158,71.0,164,0
LA04262,Housing,Urban,Commercial,26.07,7.0,10,0.0,0,3.0,4,13,No,5,No,No,422,98.0,540,1
LA04263,Road,Rural,Residential,44.32,10.0,12,0.0,3,0.0,1,14,No,4,No,No,454,46.0,456,0
LA04264,Housing,Rural,Residential,55.8,7.0,11,2.0,2,1.0,2,10,No,5,No,No,454,85.0,463,0
LA04265,Industrial,Urban,Commercial,116.71,7.0,15,1.0,1,5.0,2,8,No,3,Yes,No,514,63.0,613,1
LA04266,Railway,Rural,Commercial,26.5,6.0,8,1.0,1,1.0,2,7,No,2,No,No,556,53.0,563,0
LA04267,Railway,Semi-Urban,Mixed,26.06,9.0,12,0.0,1,2.0,1,13,Yes,4,No,Yes,274,66.0,371,1
LA04268,Housing,Rural,Mixed,14.92,7.0,12,1.0,1,1.0,6,11,No,5,No,No,546,48.0,641,1
LA04269,Airport,Rural,Commercial,3.52,7.0,9,2.0,0,2.0,3,11,No,4,Yes,Yes,399,57.0,542,1
LA04270,Airport,Rural,Agricultural,67.18,6.0,15,3.0,0,0.0,2,8,No,4,Yes,No,336,29.0,307,0
LA04271,Housing,Urban,Mixed,31.29,13.0,16,1.0,1,2.0,4,18,No,7,No,No,546,72.0,695,1
LA04272,Railway,Rural,Mixed,14.49,6.0,11,0.0,0,0.0,2,9,Yes,6,No,No,610,47.0,694,1
LA04273,Housing,Rural,Mixed,60.6,8.0,19,0.0,1,2.0,3,13,No,3,No,Yes,508,26.0,611,1
LA04274,Housing,Semi-Urban,Mixed,63.85,8.0,14,0.0,0,3.0,7,14,No,6,No,Yes,379,69.0,378,0
LA04275,Road,Semi-Urban,Agricultural,52.67,9.0,14,1.0,2,2.0,4,13,Yes,3,No,Yes,346,87.0,426,1
LA04276,Road,Urban,Commercial,25.83,7.0,10,2.0,2,1.0,3,9,No,5,No,No,339,62.0,426,1
LA04277,Railway,Rural,Commercial,41.93,4.0,6,1.0,1,3.0,3,5,No,2,No,Yes,480,33.0,461,0
LA04278,Housing,Urban,Residential,16.58,9.0,13,0.0,3,0.0,1,12,Yes,3,No,No,334,48.0,343,0
LA04279,Road,Urban,Commercial,54.48,6.0,8,1.0,3,1.0,1,10,No,5,No,No,480,86.0,547,1
LA04280,Airport,Rural,Agricultural,22.38,4.0,13,1.0,1,1.0,2,6,No,2,No,No,410,64.0,392,0
LA04281,Road,Rural,Agricultural,72.26,11.0,15,0.0,3,0.0,2,11,No,2,No,No,359,22.0,384,0
LA04282,Railway,Rural,Residential,48.52,4.0,8,1.0,1,2.0,4,10,No,2,No,No,399,79.0,376,0
LA04283,Industrial,Semi-Urban,Commercial,12.1,7.0,9,1.0,1,4.0,2,8,No,5,No,No,423,72.0,434,0
LA04284,Road,Urban,Commercial,67.3,7.0,9,1.0,0,2.0,2,12,No,6,No,No,387,95.0,357,0
LA04285,Housing,Semi-Urban,Agricultural,63.83,6.0,8,1.0,0,2.0,0,12,Yes,3,No,No,456,60.0,506,1
LA04286,Road,Urban,Residential,58.34,6.0,9,1.0,3,2.0,0,15,No,4,,No,453,,517,1
LA04287,Housing,Rural,Agricultural,60.46,6.0,8,1.0,0,2.0,0,14,No,3,No,No,476,83.0,596,1
LA04288,Road,Semi-Urban,Residential,34.42,11.0,13,0.0,1,0.0,2,12,Yes,4,Yes,No,375,91.0,440,1
LA04289,Housing,Semi-Urban,Agricultural,41.43,7.0,10,1.0,1,0.0,3,12,No,4,No,Yes,301,81.0,293,0
LA04290,Industrial,Urban,Agricultural,29.88,7.0,13,1.0,0,1.0,1,11,Yes,2,No,No,571,60.0,670,1
LA04291,Road,Semi-Urban,Mixed,7.26,10.0,16,0.0,1,0.0,3,12,No,2,No,No,265,79.0,445,1
LA04292,Road,Rural,Agricultural,47.98,6.0,10,2.0,0,1.0,3,10,No,2,No,Yes,437,69.0,433,0
LA04293,Road,Rural,Agricultural,9.6,8.0,12,0.0,0,1.0,2,13,Yes,3,No,Yes,391,46.0,554,1
LA04294,Industrial,Urban,Mixed,14.88,7.0,16,1.0,2,0.0,7,14,No,4,Yes,Yes,362,80.0,524,1
LA04295,Housing,Urban,Agricultural,21.46,6.0,10,3.0,2,0.0,3,11,No,3,Yes,No,488,59.0,499,0
LA04296,Railway,Semi-Urban,Mixed,35.97,16.0,25,1.0,1,1.0,4,20,No,4,Yes,Yes,402,27.0,407,0
LA04297,Railway,Urban,Residential,102.4,9.0,12,0.0,0,1.0,4,15,Yes,3,No,No,326,65.0,373,1
LA04298,Industrial,Rural,Agricultural,21.32,13.0,16,1.0,0,2.0,4,21,No,4,No,Yes,257,68.0,333,1
LA04299,Railway,Semi-Urban,Residential,107.73,2.0,10,2.0,2,1.0,5,6,Yes,4,No,No,453,86.0,576,1
LA04300,Industrial,Urban,Agricultural,62.64,7.0,14,2.0,1,,4,11,No,5,No,No,307,51.0,420,1
LA04301,Railway,Rural,Mixed,44.04,6.0,10,2.0,1,2.0,4,11,No,4,No,No,431,67.0,437,0
LA04302,Airport,Semi-Urban,Commercial,19.5,5.0,11,1.0,2,3.0,3,10,No,7,No,Yes,334,33.0,344,0
LA04303,Housing,Urban,Commercial,36.34,10.0,15,2.0,0,4.0,4,19,Yes,6,No,No,321,76.0,332,0
LA04304,Railway,Semi-Urban,Residential,38.45,11.0,16,4.0,0,0.0,1,12,No,6,No,No,432,79.0,562,1
LA04305,Road,Urban,Mixed,54.0,7.0,13,4.0,1,1.0,2,11,No,3,Yes,No,330,78.0,529,1
LA04306,Road,Semi-Urban,Agricultural,20.32,12.0,14,1.0,0,2.0,3,13,No,3,No,No,427,68.0,563,1
LA04307,Industrial,Rural,Residential,63.9,8.0,15,2.0,0,1.0,3,13,No,6,Yes,No,395,68.0,546,1
LA04308,Road,Rural,Mixed,33.45,6.0,10,1.0,2,2.0,4,12,No,3,No,No,443,60.0,452,0
LA04309,Housing,Urban,Agricultural,47.88,11.0,12,0.0,1,4.0,3,13,No,1,Yes,Yes,254,70.0,251,0
LA04310,Industrial,Semi-Urban,Agricultural,31.52,7.0,9,2.0,0,0.0,4,8,No,4,No,No,298,33.0,299,0
LA04311,Railway,Urban,Residential,78.2,7.0,10,1.0,4,0.0,2,11,No,3,No,No,434,43.0,414,0
LA04312,Airport,Semi-Urban,Residential,15.66,10.0,11,2.0,1,2.0,0,18,No,3,No,No,306,77.0,312,0
LA04313,Road,Urban,Mixed,42.26,8.0,12,0.0,1,4.0,2,11,No,1,No,No,415,82.0,463,1
LA04314,Housing,Semi-Urban,Agricultural,11.86,4.0,5,3.0,3,2.0,3,7,No,4,No,Yes,403,66.0,391,0
LA04315,Road,Urban,Mixed,50.54,8.0,12,1.0,0,2.0,4,8,No,4,Yes,No,406,70.0,395,0
LA04316,Industrial,Rural,Residential,14.6,11.0,12,3.0,0,1.0,2,12,No,3,,No,356,35.0,527,1
LA04317,Housing,Rural,Commercial,28.65,6.0,9,0.0,1,1.0,5,10,No,4,No,Yes,337,46.0,371,1
LA04318,Airport,Urban,Commercial,26.19,4.0,7,3.0,2,1.0,2,9,Yes,2,No,No,507,107.0,509,0
LA04319,Housing,Rural,Commercial,124.64,,8,1.0,1,0.0,3,6,No,3,Yes,No,209,73.0,197,0
LA04320,Railway,Urban,Agricultural,19.96,5.0,7,0.0,1,2.0,1,7,No,3,No,Yes,266,15.0,289,0
LA04321,Housing,Rural,Agricultural,64.23,7.0,11,0.0,0,,4,11,No,4,No,No,466,36.0,464,0
LA04322,Industrial,Urban,Commercial,3.34,6.0,10,2.0,1,3.0,3,8,No,3,Yes,Yes,341,96.0,434,1
LA04323,Industrial,Urban,Mixed,36.04,10.0,12,2.0,1,1.0,3,12,No,4,No,No,401,78.0,402,0
LA04324,Road,Semi-Urban,Agricultural,80.41,7.0,10,4.0,0,3.0,6,13,No,2,Yes,No,293,78.0,298,0
LA04325,Road,Semi-Urban,Agricultural,7.71,13.0,19,2.0,1,1.0,2,17,No,2,Yes,No,121,92.0,231,1
LA04326,Industrial,Semi-Urban,Commercial,62.4,13.0,17,0.0,0,1.0,6,14,No,3,Yes,No,269,29.0,269,0
LA04327,Road,Semi-Urban,Agricultural,31.71,6.0,9,6.0,0,0.0,0,8,Yes,3,No,No,435,78.0,622,1
LA04328,Airport,Urban,Residential,4.7,8.0,13,2.0,2,0.0,3,11,Yes,6,Yes,No,278,107.0,351,1
LA04329,Housing,Urban,Mixed,68.3,7.0,10,1.0,1,1.0,3,12,No,2,No,No,412,52.0,549,1
LA04330,Housing,Semi-Urban,Residential,52.19,11.0,15,3.0,0,2.0,3,15,No,4,No,No,359,53.0,364,0
LA04331,Road,Semi-Urban,Residential,17.77,6.0,13,2.0,0,0.0,1,8,No,8,Yes,No,315,32.0,318,0
LA04332,Housing,Urban,Commercial,54.33,10.0,13,1.0,0,1.0,1,13,No,4,Yes,No,439,63.0,484,1
LA04333,Road,Semi-Urban,Residential,8.32,11.0,16,1.0,0,0.0,3,19,Yes,4,No,No,256,70.0,259,0
LA04334,Railway,Semi-Urban,Residential,22.5,10.0,12,1.0,1,1.0,6,15,No,3,No,No,347,81.0,429,1
LA04335,Housing,Semi-Urban,Residential,35.4,9.0,12,1.0,2,1.0,1,16,No,4,No,Yes,515,51.0,606,1
LA04336,Road,Rural,Residential,34.1,5.0,9,0.0,0,2.0,5,8,No,5,No,No,374,58.0,443,1
LA04337,Road,Semi-Urban,Agricultural,46.9,8.0,11,2.0,1,0.0,5,14,No,4,Yes,No,432,63.0,442,0
LA04338,Road,Semi-Urban,Mixed,122.7,4.0,9,0.0,0,1.0,4,9,No,3,Yes,No,367,30.0,389,0
LA04339,Railway,Semi-Urban,Agricultural,14.44,9.0,10,4.0,2,1.0,4,11,No,2,No,Yes,352,63.0,502,1
LA04340,Housing,Urban,Agricultural,40.31,7.0,9,5.0,0,0.0,5,11,No,3,No,No,458,83.0,554,1
LA04341,Road,Urban,Commercial,41.07,6.0,11,4.0,1,0.0,2,15,No,4,No,No,120,46.0,113,0
LA04342,Road,Urban,Agricultural,72.42,11.0,15,1.0,1,1.0,1,15,Yes,5,No,No,300,80.0,308,0
LA04343,Industrial,Rural,Agricultural,33.94,6.0,11,0.0,1,1.0,6,8,No,5,No,Yes,378,52.0,451,1
LA04344,Road,Urban,Agricultural,6.49,5.0,6,0.0,0,1.0,4,11,No,4,No,No,430,42.0,487,1
LA04345,Airport,Semi-Urban,Agricultural,37.55,12.0,13,0.0,1,1.0,2,12,No,2,No,No,255,50.0,277,0
LA04346,Housing,Semi-Urban,Agricultural,5.63,6.0,12,0.0,2,3.0,3,10,No,4,No,No,469,82.0,463,0
LA04347,Airport,Semi-Urban,Residential,68.05,9.0,11,2.0,1,0.0,1,12,No,4,No,No,349,64.0,356,0
LA04348,Housing,Rural,Mixed,35.09,9.0,15,1.0,2,1.0,5,13,Yes,2,No,No,365,68.0,453,1
LA04349,Railway,Semi-Urban,Mixed,45.59,8.0,12,0.0,1,1.0,2,11,No,4,,No,564,,570,0
LA04350,Housing,Urban,Mixed,15.89,8.0,10,1.0,0,1.0,5,12,Yes,4,No,No,437,51.0,508,1
LA04351,Road,Rural,Residential,16.56,8.0,15,1.0,2,1.0,3,11,No,6,No,No,371,80.0,363,0
LA04352,Road,Semi-Urban,Mixed,51.74,9.0,13,0.0,1,1.0,3,12,No,3,No,No,419,60.0,405,0
LA04353,Industrial,Urban,Agricultural,28.6,6.0,10,3.0,1,0.0,4,10,No,3,No,No,306,69.0,367,0
LA04354,Road,Rural,Residential,20.08,11.0,16,0.0,2,0.0,3,14,No,4,Yes,Yes,381,47.0,487,1
LA04355,Housing,Semi-Urban,Mixed,80.39,9.0,14,0.0,3,3.0,3,12,No,5,No,No,546,107.0,665,1
LA04356,Industrial,Urban,Mixed,38.23,6.0,10,0.0,1,1.0,3,10,No,3,No,No,566,64.0,599,1
LA04357,Housing,Rural,Residential,22.32,8.0,12,1.0,1,4.0,4,16,No,4,No,No,194,68.0,193,0
LA04358,Road,Semi-Urban,Mixed,39.88,11.0,17,1.0,0,0.0,2,12,No,5,No,No,403,59.0,406,0
LA04359,Railway,Semi-Urban,Residential,25.46,4.0,11,3.0,0,0.0,5,9,No,2,No,No,246,67.0,237,0
LA04360,Airport,Urban,Agricultural,48.82,9.0,14,1.0,0,0.0,1,15,No,5,Yes,Yes,256,44.0,341,1
LA04361,Road,Urban,Residential,15.11,7.0,9,1.0,0,1.0,2,12,No,4,No,No,473,46.0,456,0
LA04362,Railway,Semi-Urban,Residential,68.77,7.0,9,1.0,2,1.0,1,8,No,6,Yes,No,424,72.0,441,0
LA04363,Industrial,Semi-Urban,Mixed,25.44,9.0,13,4.0,0,0.0,8,10,No,3,No,No,253,54.0,268,0
LA04364,Housing,Semi-Urban,Agricultural,11.49,6.0,15,2.0,1,1.0,4,15,No,4,No,Yes,435,73.0,543,1
LA04365,Airport,Rural,Residential,12.8,8.0,12,1.0,2,1.0,3,10,No,3,No,No,429,83.0,434,0
LA04366,Road,Urban,Mixed,30.11,9.0,11,4.0,2,2.0,2,9,Yes,5,No,No,304,86.0,282,0
LA04367,Railway,Rural,Mixed,20.19,11.0,14,2.0,1,0.0,4,13,Yes,3,No,No,539,54.0,662,1
LA04368,Industrial,Rural,Mixed,9.57,12.0,20,0.0,3,0.0,1,16,Yes,3,Yes,No,380,84.0,460,1
LA04369,Road,Rural,Mixed,10.08,9.0,15,0.0,0,2.0,1,12,Yes,5,Yes,Yes,343,61.0,341,0
LA04370,Railway,Rural,Mixed,35.35,5.0,13,0.0,1,2.0,3,7,No,6,Yes,No,646,36.0,775,1
LA04371,Road,Rural,Commercial,41.45,,6,1.0,0,0.0,4,8,No,6,Yes,Yes,436,101.0,441,0
LA04372,Road,Urban,Agricultural,37.11,10.0,13,1.0,1,0.0,1,14,Yes,8,No,No,332,48.0,328,0
LA04373,Railway,Semi-Urban,Mixed,78.89,8.0,15,2.0,2,2.0,3,18,Yes,7,No,No,361,66.0,470,1
LA04374,Road,Rural,Residential,45.59,6.0,9,0.0,1,1.0,3,13,Yes,6,No,No,312,31.0,409,1
LA04375,Industrial,Semi-Urban,Residential,22.12,9.0,13,0.0,1,2.0,3,11,Yes,6,No,No,286,90.0,332,1
LA04376,Road,Urban,Agricultural,150.0,9.0,13,0.0,2,1.0,4,14,No,7,No,No,427,22.0,590,1
LA04377,Airport,Rural,Residential,17.18,10.0,14,1.0,1,0.0,2,10,Yes,3,No,No,421,53.0,495,1
LA04378,Road,Urban,Commercial,8.52,12.0,17,2.0,2,3.0,0,20,Yes,4,No,No,541,96.0,631,1
LA04379,Housing,Urban,Mixed,53.6,,14,1.0,2,1.0,4,15,No,2,Yes,No,309,75.0,418,1
LA04380,Road,Urban,Agricultural,102.78,8.0,10,2.0,1,1.0,2,10,No,5,Yes,No,486,86.0,576,1
LA04381,Railway,Semi-Urban,Agricultural,61.07,5.0,8,2.0,1,0.0,3,8,No,1,No,No,257,56.0,382,1
LA04382,Road,Semi-Urban,Agricultural,,4.0,4,6.0,1,0.0,4,7,No,5,Yes,No,377,95.0,384,0
LA04383,Road,Semi-Urban,Commercial,18.73,8.0,9,1.0,1,1.0,3,11,No,4,No,No,417,61.0,516,1
LA04384,Railway,Rural,Residential,51.12,8.0,12,2.0,1,0.0,2,13,Yes,3,No,Yes,396,56.0,389,0
LA04385,Housing,Semi-Urban,Residential,30.02,6.0,10,2.0,0,1.0,0,10,No,2,No,No,370,59.0,434,1
LA04386,Housing,Semi-Urban,Commercial,27.65,8.0,10,1.0,1,2.0,4,18,Yes,4,No,No,292,89.0,368,1
LA04387,Road,Rural,Agricultural,82.98,6.0,7,3.0,0,3.0,0,6,No,3,Yes,No,271,75.0,279,0
LA04388,Road,Rural,Agricultural,6.71,12.0,16,4.0,1,2.0,1,14,No,4,No,Yes,284,108.0,305,0
LA04389,Airport,Urban,Agricultural,44.05,4.0,9,3.0,0,0.0,6,8,Yes,8,No,No,338,100.0,465,1
LA04390,Industrial,Urban,Residential,19.83,8.0,11,0.0,1,1.0,4,10,No,5,Yes,No,392,71.0,500,1
LA04391,Road,Semi-Urban,Commercial,34.27,8.0,16,1.0,1,0.0,3,11,Yes,3,No,No,313,57.0,300,0
LA04392,Airport,Rural,Agricultural,16.73,,8,2.0,0,1.0,3,8,Yes,5,Yes,No,370,59.0,370,0
LA04393,Railway,Semi-Urban,Agricultural,30.04,9.0,14,0.0,0,1.0,2,12,No,8,No,No,282,70.0,312,1
LA04394,Industrial,Urban,Mixed,137.52,,12,1.0,0,0.0,2,12,No,4,No,No,437,66.0,410,0
LA04395,Railway,Rural,Commercial,57.32,6.0,9,3.0,0,1.0,3,8,No,8,No,No,417,78.0,606,1
LA04396,Railway,Semi-Urban,Residential,51.09,8.0,15,0.0,1,2.0,2,13,No,5,Yes,Yes,427,75.0,427,0
LA04397,Road,Semi-Urban,Commercial,34.95,,16,3.0,1,1.0,2,12,No,4,No,No,381,50.0,381,0
LA04398,Airport,Rural,Residential,32.77,10.0,10,0.0,5,3.0,3,13,No,4,Yes,No,519,110.0,764,1
LA04399,Road,Rural,Residential,36.63,6.0,9,0.0,2,1.0,2,10,No,4,No,No,290,77.0,258,0
LA04400,Airport,Semi-Urban,Commercial,47.59,12.0,16,3.0,2,1.0,1,15,No,4,No,No,405,67.0,397,0
LA04401,Airport,Semi-Urban,Residential,58.03,9.0,14,2.0,1,1.0,3,12,Yes,4,No,No,352,127.0,470,1
LA04402,Airport,Semi-Urban,Residential,110.69,13.0,15,0.0,1,3.0,3,18,No,8,No,No,343,76.0,430,1
LA04403,Road,Semi-Urban,Mixed,28.76,9.0,12,1.0,2,1.0,2,18,No,3,No,No,511,61.0,597,1
LA04404,Road,Semi-Urban,Commercial,81.69,8.0,15,1.0,0,,3,10,No,4,No,No,401,64.0,389,0
LA04405,Railway,Rural,Mixed,111.47,5.0,11,2.0,0,0.0,1,8,Yes,4,No,No,266,69.0,269,0
LA04406,Industrial,Semi-Urban,Mixed,60.96,5.0,8,4.0,1,4.0,0,6,No,4,No,Yes,226,103.0,257,0
LA04407,Housing,Semi-Urban,Agricultural,32.36,11.0,14,1.0,1,0.0,1,13,No,4,Yes,No,348,34.0,411,1
LA04408,Railway,Urban,Commercial,61.22,7.0,10,2.0,0,0.0,2,12,Yes,5,No,No,332,71.0,399,1
LA04409,Housing,Rural,Agricultural,9.14,4.0,10,1.0,2,4.0,3,7,No,2,No,No,332,52.0,338,0
LA04410,Road,Semi-Urban,Commercial,99.62,10.0,13,5.0,0,4.0,3,15,Yes,5,No,Yes,323,92.0,450,1
LA04411,Railway,Urban,Agricultural,64.8,7.0,12,1.0,1,0.0,4,9,No,6,No,No,263,50.0,286,0
LA04412,Road,Semi-Urban,Residential,31.4,14.0,18,0.0,0,0.0,1,19,No,5,No,No,370,81.0,494,1
LA04413,Airport,Urban,Residential,29.73,6.0,8,1.0,2,1.0,3,11,Yes,5,No,Yes,526,81.0,527,0
LA04414,Road,Rural,Mixed,11.24,6.0,11,5.0,0,0.0,2,14,No,8,No,Yes,369,95.0,478,1
LA04415,Road,Rural,Residential,71.33,5.0,9,1.0,0,1.0,2,11,No,5,No,No,315,47.0,279,0
LA04416,Airport,Semi-Urban,Agricultural,30.22,6.0,10,0.0,4,1.0,5,8,Yes,3,Yes,No,344,81.0,420,1
LA04417,Railway,Semi-Urban,Mixed,105.19,9.0,13,0.0,0,2.0,1,10,No,7,Yes,No,392,17.0,396,0
LA04418,Road,Rural,Commercial,9.01,7.0,12,1.0,1,,1,13,No,5,No,No,502,95.0,506,0
LA04419,Road,Semi-Urban,Agricultural,17.0,15.0,18,0.0,1,0.0,3,22,Yes,2,No,No,259,63.0,270,0
LA04420,Railway,Rural,Residential,15.43,9.0,14,1.0,1,,2,13,No,2,No,Yes,247,94.0,284,1
LA04421,Road,Urban,Mixed,3.02,5.0,9,0.0,2,3.0,5,10,No,3,No,No,480,79.0,590,1
LA04422,Road,Urban,Agricultural,53.73,8.0,10,0.0,3,2.0,3,12,No,4,No,No,465,84.0,595,1
LA04423,Industrial,Semi-Urban,Agricultural,13.36,9.0,11,0.0,0,1.0,2,15,No,5,No,No,301,76.0,392,1
LA04424,Road,Urban,Mixed,17.06,7.0,12,0.0,2,1.0,3,15,No,2,No,No,439,30.0,568,1
LA04425,Industrial,Semi-Urban,Residential,14.06,9.0,13,1.0,0,1.0,3,11,Yes,2,No,No,398,58.0,383,0
LA04426,Railway,Rural,Agricultural,25.78,6.0,8,2.0,1,4.0,3,12,No,6,No,Yes,350,103.0,466,1
LA04427,Road,Urban,Residential,91.99,8.0,14,1.0,2,2.0,1,10,No,2,No,No,372,55.0,452,1
LA04428,Road,Semi-Urban,Residential,47.6,9.0,13,0.0,1,0.0,3,14,Yes,4,No,No,419,51.0,485,1
LA04429,Road,Semi-Urban,Agricultural,39.39,9.0,11,3.0,3,1.0,3,13,No,4,No,No,610,68.0,607,0
LA04430,Road,Rural,Commercial,34.33,11.0,13,2.0,1,2.0,1,13,Yes,4,No,No,462,96.0,557,1
LA04431,Road,Semi-Urban,Agricultural,22.74,5.0,6,3.0,1,,3,7,No,3,No,Yes,432,54.0,529,1
LA04432,Housing,Urban,Commercial,23.0,5.0,5,1.0,3,2.0,1,8,Yes,6,No,Yes,440,86.0,572,1
LA04433,Housing,Semi-Urban,Mixed,38.04,7.0,11,,3,1.0,3,11,No,6,Yes,Yes,249,74.0,353,1
LA04434,Railway,Semi-Urban,Mixed,85.54,9.0,15,3.0,2,2.0,6,14,No,4,No,No,411,65.0,523,1
LA04435,Industrial,Rural,Residential,21.48,7.0,11,0.0,2,0.0,3,10,No,7,No,No,297,69.0,294,0
LA04436,Industrial,Semi-Urban,Mixed,66.14,12.0,15,0.0,0,2.0,4,18,No,9,No,No,173,36.0,192,0
LA04437,Housing,Urban,Residential,14.6,7.0,11,,4,0.0,8,10,No,5,No,No,490,92.0,659,1
LA04438,Road,Rural,Commercial,53.46,8.0,10,2.0,0,2.0,8,12,No,6,No,No,287,43.0,301,0
LA04439,Road,Semi-Urban,Agricultural,83.39,7.0,11,,0,0.0,8,9,No,2,No,No,196,,194,0
LA04440,Road,Urban,Commercial,32.43,7.0,10,2.0,0,1.0,1,9,No,5,No,No,317,69.0,412,1
LA04441,Road,Semi-Urban,Residential,22.87,12.0,17,1.0,2,0.0,1,16,Yes,4,Yes,No,206,76.0,287,1
LA04442,Road,Rural,Commercial,53.32,8.0,12,4.0,1,4.0,1,12,Yes,6,,No,567,105.0,539,0
LA04443,Housing,Rural,Residential,98.46,8.0,10,0.0,1,2.0,2,13,No,3,No,No,530,24.0,519,0
LA04444,Housing,Urban,Residential,64.21,9.0,9,1.0,0,1.0,3,16,No,3,No,No,341,58.0,355,0
LA04445,Road,Rural,Commercial,107.08,5.0,6,2.0,3,1.0,2,9,No,2,No,No,378,80.0,384,0
LA04446,Railway,Urban,Agricultural,34.75,7.0,10,1.0,0,2.0,2,8,No,5,No,No,352,48.0,408,1
LA04447,Railway,Semi-Urban,Commercial,33.22,8.0,11,3.0,0,3.0,2,13,No,5,No,Yes,374,54.0,454,1
LA04448,Railway,Semi-Urban,Commercial,9.95,9.0,10,1.0,2,3.0,3,15,No,3,No,No,309,95.0,415,1
LA04449,Industrial,Urban,Commercial,22.11,9.0,10,3.0,0,1.0,4,11,No,4,Yes,No,355,73.0,489,1
LA04450,Road,Urban,Commercial,31.46,8.0,14,1.0,0,1.0,1,12,No,3,Yes,No,219,52.0,202,0
LA04451,Housing,Rural,Mixed,33.78,6.0,7,0.0,2,0.0,2,8,Yes,3,No,Yes,291,53.0,272,0
LA04452,Housing,Urban,Mixed,52.66,7.0,15,2.0,1,1.0,5,7,Yes,3,Yes,Yes,510,69.0,607,1
LA04453,Industrial,Rural,Residential,23.92,12.0,17,1.0,3,0.0,6,13,No,6,No,No,548,64.0,639,1
LA04454,Industrial,Semi-Urban,Agricultural,25.03,5.0,12,1.0,1,3.0,2,6,No,5,No,No,362,114.0,486,1
LA04455,Railway,Semi-Urban,Commercial,118.8,10.0,14,1.0,0,1.0,2,13,No,1,No,Yes,403,17.0,472,1
LA04456,Road,Urban,Residential,3.18,12.0,18,4.0,2,0.0,6,21,No,7,No,No,373,60.0,523,1
LA04457,Road,Urban,Residential,4.46,10.0,11,1.0,0,1.0,6,13,Yes,2,No,Yes,198,35.0,209,0
LA04458,Industrial,Urban,Residential,16.6,7.0,13,1.0,3,1.0,5,13,Yes,3,No,No,329,132.0,405,1
LA04459,Road,Semi-Urban,Agricultural,4.2,8.0,12,1.0,2,1.0,4,17,No,2,No,No,281,68.0,386,1
LA04460,Housing,Rural,Agricultural,5.36,7.0,14,2.0,0,2.0,7,7,No,2,No,No,369,91.0,336,0
LA04461,Railway,Rural,Commercial,26.24,7.0,11,0.0,1,3.0,3,12,Yes,6,No,No,337,74.0,430,1
LA04462,Railway,Urban,Commercial,43.01,6.0,7,1.0,0,0.0,5,13,Yes,5,No,No,196,62.0,332,1
LA04463,Road,Urban,Commercial,25.47,9.0,14,3.0,0,0.0,3,14,No,3,No,No,325,85.0,329,0
LA04464,Housing,Urban,Residential,44.81,8.0,11,1.0,1,2.0,2,14,No,5,Yes,Yes,161,82.0,368,1
LA04465,Road,Rural,Mixed,58.25,4.0,9,1.0,1,3.0,0,12,No,6,No,No,349,52.0,335,0
LA04466,Road,Urban,Commercial,39.65,12.0,18,2.0,0,1.0,2,14,Yes,5,No,No,324,104.0,421,1
LA04467,Road,Urban,Residential,44.72,15.0,16,3.0,0,3.0,9,17,No,4,No,No,273,103.0,280,0
LA04468,Industrial,Semi-Urban,Residential,27.98,,13,4.0,0,1.0,1,9,No,4,No,Yes,374,67.0,473,1
LA04469,Housing,Semi-Urban,Agricultural,23.88,13.0,16,2.0,1,1.0,3,16,Yes,7,Yes,Yes,275,50.0,357,1
LA04470,Road,Urban,Mixed,3.77,11.0,14,3.0,0,1.0,3,15,Yes,4,No,Yes,306,46.0,383,1
LA04471,Housing,Semi-Urban,Agricultural,60.24,7.0,12,1.0,1,3.0,4,12,Yes,4,No,No,157,68.0,260,1
LA04472,Road,Urban,Residential,38.4,6.0,9,3.0,1,1.0,0,9,No,2,No,Yes,497,67.0,485,0
